type,id_1,question_1,id_2,question_2
exact,tech-en-0297,What is 'un clic'?,tech-en-0387,What is 'un clic'?
exact,tech-en-0197,What is 'une application'?,tech-en-0391,What is 'une application'?
exact,tech-en-0070,What is 'la cybersécurité'?,tech-en-0393,What is 'la cybersécurité'?
exact,tech-en-0133,What is 'le codage'?,tech-en-0394,What is 'le codage'?
exact,tech-en-0285,What is 'un e-mail'?,tech-en-0397,What is 'un e-mail'?
exact,tech-en-0256,What is 'le Wi-Fi'?,tech-en-0400,What is 'le Wi-Fi'?
exact,tech-en-0047,What is 'un écran tactile'?,tech-en-0406,What is 'un écran tactile'?
exact,tech-en-0320,"To get a file from a website, you click on '___'.",tech-en-0408,"To get a file from a website, you click on '___'."
exact,tech-en-0234,What does 'RV' mean (Réalité Virtuelle)?,tech-en-0412,What does 'RV' mean (Réalité Virtuelle)?
exact,tech-en-0191,What is 'un e-mail' in official French?,tech-en-0414,What is 'un e-mail' in official French?
exact,tech-en-0064,What is 'le codage binaire'?,tech-en-0421,What is 'le codage binaire'?
exact,tech-en-0032,What is 'la domotique'?,tech-en-0422,What is 'la domotique'?
exact,tech-en-0246,Which material is 'isolant'?,tech-en-0423,Which material is 'isolant'?
exact,tech-en-0187,What is 'un smartphone'?,tech-en-0425,What is 'un smartphone'?
exact,tech-en-0278,What is 'un moteur de recherche'?,tech-en-0430,What is 'un moteur de recherche'?
exact,tech-en-0279,"If you are 'connecté', you are ___.",tech-en-0431,"If you are 'connecté', you are ___."
exact,tech-en-0070,What is 'la cybersécurité'?,tech-en-0433,What is 'la cybersécurité'?
exact,tech-en-0281,What is 'un octet' in English?,tech-en-0435,What is 'un octet' in English?
exact,tech-en-0298,What is 'un écran'?,tech-en-0437,What is 'un écran'?
exact,tech-en-0176,Which of these is 'une tablette'?,tech-en-0438,Which of these is 'une tablette'?
exact,tech-en-0231,Which word means 'to refresh' a page?,tech-en-0442,Which word means 'to refresh' a page?
exact,tech-en-0183,What is 'le matériel informatique'?,tech-en-0445,What is 'le matériel informatique'?
exact,tech-en-0247,What is 'un serveur'?,tech-en-0446,What is 'un serveur'?
exact,tech-en-0282,What is 'la programmation'?,tech-en-0447,What is 'la programmation'?
exact,tech-en-0182,"In coding, 'Si... Alors...' is a ___.",tech-en-0448,"In coding, 'Si... Alors...' is a ___."
exact,tech-en-0276,Which word means 'to charge'?,tech-en-0449,Which word means 'to charge'?
exact,tech-en-0297,What is 'un clic'?,tech-en-0450,What is 'un clic'?
exact,tech-en-0388,Identify 'un ordinateur'.,tech-en-0451,Identify 'un ordinateur'.
exact,tech-en-0386,"To see, you look at '___'.",tech-en-0452,"To see, you look at '___'."
exact,tech-en-0353,A 'dossier' contains 'des ___'.,tech-en-0453,A 'dossier' contains 'des ___'.
exact,tech-en-0285,What is 'un e-mail'?,tech-en-0454,What is 'un e-mail'?
exact,tech-en-0252,"To use a tablet, you use your '___'.",tech-en-0455,"To use a tablet, you use your '___'."
exact,tech-en-0289,What is 'un site web'?,tech-en-0456,What is 'un site web'?
exact,tech-en-0134,What is 'un algorithme'?,tech-en-0457,What is 'un algorithme'?
exact,tech-en-0370,What is 'le stockage'?,tech-en-0458,What is 'le stockage'?
exact,tech-en-0396,What is 'une donnée'?,tech-en-0460,What is 'une donnée'?
exact,tech-en-0428,Which of these is 'un robot'?,tech-en-0461,Which of these is 'un robot'?
exact,tech-en-0300,What is 'un jeu'?,tech-en-0462,What is 'un jeu'?
exact,tech-en-0297,What is 'un clic'?,tech-en-0464,What is 'un clic'?
exact,tech-en-0365,What is 'un mot de passe'?,tech-en-0465,What is 'un mot de passe'?
exact,tech-en-0290,What is 'un navigateur'?,tech-en-0467,What is 'un navigateur'?
exact,tech-en-0368,What do you do with 'une imprimante'?,tech-en-0468,What do you do with 'une imprimante'?
exact,tech-en-0134,What is 'un algorithme'?,tech-en-0469,What is 'un algorithme'?
exact,tech-en-0283,What is 'le débit'?,tech-en-0470,What is 'le débit'?
exact,tech-en-0271,Which material is 'conducteur'?,tech-en-0471,Which material is 'conducteur'?
exact,tech-en-0256,What is 'le Wi-Fi'?,tech-en-0473,What is 'le Wi-Fi'?
exact,tech-en-0374,Identify 'une fenêtre'.,tech-en-0474,Identify 'une fenêtre'.
exact,tech-en-0376,What is 'une batterie'?,tech-en-0476,What is 'une batterie'?
exact,tech-en-0208,What is 'un courriel'?,tech-en-0477,What is 'un courriel'?
exact,tech-en-0329,What is 'une clé USB'?,tech-en-0479,What is 'une clé USB'?
exact,tech-en-0380,Identify 'le bureau'.,tech-en-0480,Identify 'le bureau'.
exact,tech-en-0181,What is 'un octet'?,tech-en-0481,What is 'un octet'?
exact,tech-en-0382,What is 'le binaire'?,tech-en-0482,What is 'le binaire'?
exact,tech-en-0383,Identify 'le processeur'.,tech-en-0483,Identify 'le processeur'.
exact,tech-en-0294,What is 'le nuage'?,tech-en-0484,What is 'le nuage'?
exact,tech-en-0385,What is 'un jeu vidéo'?,tech-en-0485,What is 'un jeu vidéo'?
exact,tech-en-0297,What is 'un clic'?,tech-en-0487,What is 'un clic'?
exact,tech-en-0388,Identify 'un ordinateur'.,tech-en-0488,Identify 'un ordinateur'.
exact,tech-en-0389,What is 'le son'?,tech-en-0489,What is 'le son'?
exact,tech-en-0197,What is 'une application'?,tech-en-0491,What is 'une application'?
exact,tech-en-0070,What is 'la cybersécurité'?,tech-en-0493,What is 'la cybersécurité'?
exact,tech-en-0133,What is 'le codage'?,tech-en-0494,What is 'le codage'?
exact,tech-en-0395,Identify 'le matériel'.,tech-en-0495,Identify 'le matériel'.
exact,tech-en-0396,What is 'une donnée'?,tech-en-0496,What is 'une donnée'?
exact,tech-en-0285,What is 'un e-mail'?,tech-en-0497,What is 'un e-mail'?
exact,tech-en-0399,What is 'une tablette'?,tech-en-0499,What is 'une tablette'?
exact,tech-en-0256,What is 'le Wi-Fi'?,tech-en-0500,What is 'le Wi-Fi'?
exact,tech-en-0401,What is the English word for 'le casque' when used to listen to music?,tech-en-0401,What is the English word for 'le casque' when used to listen to music?
exact,tech-en-0402,"To use a laptop on the train, you check the 'batterie'. What is it?",tech-en-0402,"To use a laptop on the train, you check the 'batterie'. What is it?"
exact,tech-en-0403,"When a computer program is 'ouvert', it is ___.",tech-en-0403,"When a computer program is 'ouvert', it is ___."
exact,tech-en-0404,The French word 'cliquer' comes from which English action?,tech-en-0404,The French word 'cliquer' comes from which English action?
exact,tech-en-0405,"In coding classes, children use 'des boucles'. What are they in English?",tech-en-0405,"In coding classes, children use 'des boucles'. What are they in English?"
exact,tech-en-0047,What is 'un écran tactile'?,tech-en-0406,What is 'un écran tactile'?
exact,tech-en-0407,What is 'le bureau' on your computer screen?,tech-en-0407,What is 'le bureau' on your computer screen?
exact,tech-en-0320,"To get a file from a website, you click on '___'.",tech-en-0408,"To get a file from a website, you click on '___'."
exact,tech-en-0409,What is 'la mémoire vive' (RAM) used for?,tech-en-0409,What is 'la mémoire vive' (RAM) used for?
exact,tech-en-0410,"In technology, what is 'un algorithme'?",tech-en-0410,"In technology, what is 'un algorithme'?"
exact,tech-en-0411,What is the purpose of 'un pare-feu'?,tech-en-0411,What is the purpose of 'un pare-feu'?
exact,tech-en-0234,What does 'RV' mean (Réalité Virtuelle)?,tech-en-0412,What does 'RV' mean (Réalité Virtuelle)?
exact,tech-en-0413,A 'lien' on a webpage is a ___.,tech-en-0413,A 'lien' on a webpage is a ___.
exact,tech-en-0191,What is 'un e-mail' in official French?,tech-en-0414,What is 'un e-mail' in official French?
exact,tech-en-0415,"To use the internet without a wire, you use 'le ___'.",tech-en-0415,"To use the internet without a wire, you use 'le ___'."
exact,tech-en-0416,"When you want to stop using a computer, you '___' it.",tech-en-0416,"When you want to stop using a computer, you '___' it."
exact,tech-en-0417,"If your phone is on 'vibreur', it will ___ when you get a call.",tech-en-0417,"If your phone is on 'vibreur', it will ___ when you get a call."
exact,tech-en-0418,What is 'un navigateur' like Chrome or Safari?,tech-en-0418,What is 'un navigateur' like Chrome or Safari?
exact,tech-en-0419,A 'dossier' on a computer is used to organize 'fichiers'. What are they?,tech-en-0419,A 'dossier' on a computer is used to organize 'fichiers'. What are they?
exact,tech-en-0420,What do you call 'le cloud'?,tech-en-0420,What do you call 'le cloud'?
exact,tech-en-0064,What is 'le codage binaire'?,tech-en-0421,What is 'le codage binaire'?
exact,tech-en-0032,What is 'la domotique'?,tech-en-0422,What is 'la domotique'?
exact,tech-en-0246,Which material is 'isolant'?,tech-en-0423,Which material is 'isolant'?
exact,tech-en-0424,What does 'sauvegarder' your work mean?,tech-en-0424,What does 'sauvegarder' your work mean?
exact,tech-en-0187,What is 'un smartphone'?,tech-en-0425,What is 'un smartphone'?
exact,tech-en-0426,The English word for 'souris' is ___.,tech-en-0426,The English word for 'souris' is ___.
exact,tech-en-0427,You use a 'clavier' to 'taper'. What is it?,tech-en-0427,You use a 'clavier' to 'taper'. What is it?
exact,tech-en-0428,Which of these is 'un robot'?,tech-en-0428,Which of these is 'un robot'?
exact,tech-en-0429,A 'clé USB' is used for ___.,tech-en-0429,A 'clé USB' is used for ___.
exact,tech-en-0278,What is 'un moteur de recherche'?,tech-en-0430,What is 'un moteur de recherche'?
exact,tech-en-0279,"If you are 'connecté', you are ___.",tech-en-0431,"If you are 'connecté', you are ___."
exact,tech-en-0432,What is 'la corbeille' on your screen?,tech-en-0432,What is 'la corbeille' on your screen?
exact,tech-en-0070,What is 'la cybersécurité'?,tech-en-0433,What is 'la cybersécurité'?
exact,tech-en-0434,"In France, 'la fibre' refers to very fast ___.",tech-en-0434,"In France, 'la fibre' refers to very fast ___."
exact,tech-en-0281,What is 'un octet' in English?,tech-en-0435,What is 'un octet' in English?
exact,tech-en-0436,What does 'RA' (Réalité Augmentée) do?,tech-en-0436,What does 'RA' (Réalité Augmentée) do?
exact,tech-en-0298,What is 'un écran'?,tech-en-0437,What is 'un écran'?
exact,tech-en-0176,Which of these is 'une tablette'?,tech-en-0438,Which of these is 'une tablette'?
exact,tech-en-0439,"To get power, you plug in a '___'.",tech-en-0439,"To get power, you plug in a '___'."
exact,tech-en-0440,Identify 'le son' in English.,tech-en-0440,Identify 'le son' in English.
exact,tech-en-0441,What is 'une imprimante' used for?,tech-en-0441,What is 'une imprimante' used for?
exact,tech-en-0231,Which word means 'to refresh' a page?,tech-en-0442,Which word means 'to refresh' a page?
exact,tech-en-0443,What are 'haut-parleurs'?,tech-en-0443,What are 'haut-parleurs'?
exact,tech-en-0444,What is 'le Wi-Fi' literally?,tech-en-0444,What is 'le Wi-Fi' literally?
exact,tech-en-0183,What is 'le matériel informatique'?,tech-en-0445,What is 'le matériel informatique'?
exact,tech-en-0247,What is 'un serveur'?,tech-en-0446,What is 'un serveur'?
exact,tech-en-0282,What is 'la programmation'?,tech-en-0447,What is 'la programmation'?
exact,tech-en-0182,"In coding, 'Si... Alors...' is a ___.",tech-en-0448,"In coding, 'Si... Alors...' is a ___."
exact,tech-en-0276,Which word means 'to charge'?,tech-en-0449,Which word means 'to charge'?
exact,tech-en-0297,What is 'un clic'?,tech-en-0450,What is 'un clic'?
exact,tech-en-0388,Identify 'un ordinateur'.,tech-en-0451,Identify 'un ordinateur'.
exact,tech-en-0386,"To see, you look at '___'.",tech-en-0452,"To see, you look at '___'."
exact,tech-en-0353,A 'dossier' contains 'des ___'.,tech-en-0453,A 'dossier' contains 'des ___'.
exact,tech-en-0285,What is 'un e-mail'?,tech-en-0454,What is 'un e-mail'?
exact,tech-en-0252,"To use a tablet, you use your '___'.",tech-en-0455,"To use a tablet, you use your '___'."
exact,tech-en-0289,What is 'un site web'?,tech-en-0456,What is 'un site web'?
exact,tech-en-0134,What is 'un algorithme'?,tech-en-0457,What is 'un algorithme'?
exact,tech-en-0370,What is 'le stockage'?,tech-en-0458,What is 'le stockage'?
exact,tech-en-0459,Identify 'le nuage'.,tech-en-0459,Identify 'le nuage'.
exact,tech-en-0396,What is 'une donnée'?,tech-en-0460,What is 'une donnée'?
exact,tech-en-0428,Which of these is 'un robot'?,tech-en-0461,Which of these is 'un robot'?
exact,tech-en-0300,What is 'un jeu'?,tech-en-0462,What is 'un jeu'?
exact,tech-en-0463,"To type, you use the '___'.",tech-en-0463,"To type, you use the '___'."
exact,tech-en-0297,What is 'un clic'?,tech-en-0464,What is 'un clic'?
exact,tech-en-0365,What is 'un mot de passe'?,tech-en-0465,What is 'un mot de passe'?
exact,tech-en-0466,"To use the internet, connect to 'le ___'.",tech-en-0466,"To use the internet, connect to 'le ___'."
exact,tech-en-0290,What is 'un navigateur'?,tech-en-0467,What is 'un navigateur'?
exact,tech-en-0368,What do you do with 'une imprimante'?,tech-en-0468,What do you do with 'une imprimante'?
exact,tech-en-0134,What is 'un algorithme'?,tech-en-0469,What is 'un algorithme'?
exact,tech-en-0283,What is 'le débit'?,tech-en-0470,What is 'le débit'?
exact,tech-en-0271,Which material is 'conducteur'?,tech-en-0471,Which material is 'conducteur'?
exact,tech-en-0472,What is 'une boucle'?,tech-en-0472,What is 'une boucle'?
exact,tech-en-0256,What is 'le Wi-Fi'?,tech-en-0473,What is 'le Wi-Fi'?
exact,tech-en-0374,Identify 'une fenêtre'.,tech-en-0474,Identify 'une fenêtre'.
exact,tech-en-0475,Click 'un ___' for a new page.,tech-en-0475,Click 'un ___' for a new page.
exact,tech-en-0376,What is 'une batterie'?,tech-en-0476,What is 'une batterie'?
exact,tech-en-0208,What is 'un courriel'?,tech-en-0477,What is 'un courriel'?
exact,tech-en-0478,"To copy, click '___'.",tech-en-0478,"To copy, click '___'."
exact,tech-en-0329,What is 'une clé USB'?,tech-en-0479,What is 'une clé USB'?
exact,tech-en-0380,Identify 'le bureau'.,tech-en-0480,Identify 'le bureau'.
exact,tech-en-0181,What is 'un octet'?,tech-en-0481,What is 'un octet'?
exact,tech-en-0382,What is 'le binaire'?,tech-en-0482,What is 'le binaire'?
exact,tech-en-0383,Identify 'le processeur'.,tech-en-0483,Identify 'le processeur'.
exact,tech-en-0294,What is 'le nuage'?,tech-en-0484,What is 'le nuage'?
exact,tech-en-0385,What is 'un jeu vidéo'?,tech-en-0485,What is 'un jeu vidéo'?
exact,tech-en-0486,"To see, look at '___'.",tech-en-0486,"To see, look at '___'."
exact,tech-en-0297,What is 'un clic'?,tech-en-0487,What is 'un clic'?
exact,tech-en-0388,Identify 'un ordinateur'.,tech-en-0488,Identify 'un ordinateur'.
exact,tech-en-0389,What is 'le son'?,tech-en-0489,What is 'le son'?
exact,tech-en-0490,Use your '___' for a tablet.,tech-en-0490,Use your '___' for a tablet.
exact,tech-en-0197,What is 'une application'?,tech-en-0491,What is 'une application'?
exact,tech-en-0492,Find sites with 'le ___'.,tech-en-0492,Find sites with 'le ___'.
exact,tech-en-0070,What is 'la cybersécurité'?,tech-en-0493,What is 'la cybersécurité'?
exact,tech-en-0133,What is 'le codage'?,tech-en-0494,What is 'le codage'?
exact,tech-en-0395,Identify 'le matériel'.,tech-en-0495,Identify 'le matériel'.
exact,tech-en-0396,What is 'une donnée'?,tech-en-0496,What is 'une donnée'?
exact,tech-en-0285,What is 'un e-mail'?,tech-en-0497,What is 'un e-mail'?
exact,tech-en-0498,Type with 'le ___'.,tech-en-0498,Type with 'le ___'.
exact,tech-en-0399,What is 'une tablette'?,tech-en-0499,What is 'une tablette'?
exact,tech-en-0256,What is 'le Wi-Fi'?,tech-en-0500,What is 'le Wi-Fi'?
exact,tech-en-0201,What is the English word for 'le clavier'?,tech-en-0501,What is the English word for 'le clavier'?
exact,tech-en-0278,What is 'un moteur de recherche'?,tech-en-0506,What is 'un moteur de recherche'?
exact,tech-en-0409,What is 'la mémoire vive' (RAM) used for?,tech-en-0509,What is 'la mémoire vive' (RAM) used for?
exact,tech-en-0032,What is 'la domotique'?,tech-en-0512,What is 'la domotique'?
exact,tech-en-0399,What is 'une tablette'?,tech-en-0514,What is 'une tablette'?
exact,tech-en-0208,What is 'un courriel'?,tech-en-0517,What is 'un courriel'?
exact,tech-en-0279,"If you are 'connecté', you are ___.",tech-en-0518,"If you are 'connecté', you are ___."
exact,tech-en-0444,What is 'le Wi-Fi' literally?,tech-en-0519,What is 'le Wi-Fi' literally?
exact,tech-en-0217,Where do you put files you want to delete?,tech-en-0520,Where do you put files you want to delete?
exact,tech-en-0064,What is 'le codage binaire'?,tech-en-0521,What is 'le codage binaire'?
exact,tech-en-0070,What is 'la cybersécurité'?,tech-en-0523,What is 'la cybersécurité'?
exact,tech-en-0226,What is 'un robot'?,tech-en-0527,What is 'un robot'?
exact,tech-en-0328,"To type your name, you use 'le ___'.",tech-en-0528,"To type your name, you use 'le ___'."
exact,tech-en-0254,What is 'une clé USB' used for?,tech-en-0529,What is 'une clé USB' used for?
exact,tech-en-0290,What is 'un navigateur'?,tech-en-0530,What is 'un navigateur'?
exact,tech-en-0221,What does 'sauvegarder' mean?,tech-en-0531,What does 'sauvegarder' mean?
exact,tech-en-0258,What is 'la fibre optique'?,tech-en-0533,What is 'la fibre optique'?
exact,tech-en-0233,What is 'le nuage' in computing?,tech-en-0534,What is 'le nuage' in computing?
exact,tech-en-0224,"In a circuit, what is 'un conducteur'?",tech-en-0535,"In a circuit, what is 'un conducteur'?"
exact,tech-en-0297,What is 'un clic'?,tech-en-0537,What is 'un clic'?
exact,tech-en-0262,"To hear sound, you use 'des ___'.",tech-en-0539,"To hear sound, you use 'des ___'."
exact,tech-en-0197,What is 'une application'?,tech-en-0540,What is 'une application'?
exact,tech-en-0317,What is 'un courriel indésirable'?,tech-en-0541,What is 'un courriel indésirable'?
exact,tech-en-0357,What is 'le matériel' in computing?,tech-en-0545,What is 'le matériel' in computing?
exact,tech-en-0282,What is 'la programmation'?,tech-en-0546,What is 'la programmation'?
exact,tech-en-0385,What is 'un jeu vidéo'?,tech-en-0549,What is 'un jeu vidéo'?
exact,tech-en-0252,"To use a tablet, you use your '___'.",tech-en-0550,"To use a tablet, you use your '___'."
exact,tech-en-0285,What is 'un e-mail'?,tech-en-0551,What is 'un e-mail'?
exact,tech-en-0289,What is 'un site web'?,tech-en-0553,What is 'un site web'?
exact,tech-en-0380,Identify 'le bureau'.,tech-en-0555,Identify 'le bureau'.
exact,tech-en-0396,What is 'une donnée'?,tech-en-0557,What is 'une donnée'?
exact,tech-en-0283,What is 'le débit'?,tech-en-0559,What is 'le débit'?
exact,tech-en-0293,What is 'un algorithme' in English?,tech-en-0560,What is 'un algorithme' in English?
exact,tech-en-0399,What is 'une tablette'?,tech-en-0565,What is 'une tablette'?
exact,tech-en-0270,What is 'le cloud'?,tech-en-0569,What is 'le cloud'?
exact,tech-en-0383,Identify 'le processeur'.,tech-en-0570,Identify 'le processeur'.
exact,tech-en-0472,What is 'une boucle'?,tech-en-0571,What is 'une boucle'?
exact,tech-en-0070,What is 'la cybersécurité'?,tech-en-0572,What is 'la cybersécurité'?
exact,tech-en-0297,What is 'un clic'?,tech-en-0573,What is 'un clic'?
exact,tech-en-0376,What is 'une batterie'?,tech-en-0576,What is 'une batterie'?
exact,tech-en-0208,What is 'un courriel'?,tech-en-0577,What is 'un courriel'?
exact,tech-en-0566,"To use internet, connect to 'le ___'.",tech-en-0579,"To use internet, connect to 'le ___'."
exact,tech-en-0290,What is 'un navigateur'?,tech-en-0580,What is 'un navigateur'?
exact,tech-en-0395,Identify 'le matériel'.,tech-en-0581,Identify 'le matériel'.
exact,tech-en-0382,What is 'le binaire'?,tech-en-0582,What is 'le binaire'?
exact,tech-en-0181,What is 'un octet'?,tech-en-0583,What is 'un octet'?
exact,tech-en-0459,Identify 'le nuage'.,tech-en-0584,Identify 'le nuage'.
exact,tech-en-0300,What is 'un jeu'?,tech-en-0585,What is 'un jeu'?
exact,tech-en-0563,Identify 'un robot'.,tech-en-0586,Identify 'un robot'.
exact,tech-en-0486,"To see, look at '___'.",tech-en-0587,"To see, look at '___'."
exact,tech-en-0388,Identify 'un ordinateur'.,tech-en-0588,Identify 'un ordinateur'.
exact,tech-en-0187,What is 'un smartphone'?,tech-en-0589,What is 'un smartphone'?
exact,tech-en-0380,Identify 'le bureau'.,tech-en-0592,Identify 'le bureau'.
exact,tech-en-0070,What is 'la cybersécurité'?,tech-en-0593,What is 'la cybersécurité'?
exact,tech-en-0133,What is 'le codage'?,tech-en-0594,What is 'le codage'?
exact,tech-en-0395,Identify 'le matériel'.,tech-en-0595,Identify 'le matériel'.
exact,tech-en-0396,What is 'une donnée'?,tech-en-0596,What is 'une donnée'?
exact,tech-en-0285,What is 'un e-mail'?,tech-en-0597,What is 'un e-mail'?
exact,tech-en-0498,Type with 'le ___'.,tech-en-0598,Type with 'le ___'.
exact,tech-en-0256,What is 'le Wi-Fi'?,tech-en-0600,What is 'le Wi-Fi'?
same_options,tech-en-0272,What is 'un octet'?,tech-en-0281,What is 'un octet' in English?
same_options,tech-en-0239,"To hear someone talking online, you need a '___'.",tech-en-0286,"To write, you use the '___'."
same_options,tech-en-0287,What is 'une souris'?,tech-en-0298,What is 'un écran'?
same_options,tech-en-0228,A 'fenêtre' on your screen is a ___.,tech-en-0340,What is the English word for 'fenêtre'?
same_options,tech-en-0299,"To use a tablet, you use your '___'.",tech-en-0390,"To use a tablet, you use 'le ___'."
same_options,tech-en-0232,What is 'la batterie'?,tech-en-0402,"To use a laptop on the train, you check the 'batterie'. What is it?"
same_options,tech-en-0243,What does it mean to 'cliquer'?,tech-en-0404,The French word 'cliquer' comes from which English action?
same_options,tech-en-0287,What is 'une souris'?,tech-en-0427,You use a 'clavier' to 'taper'. What is it?
same_options,tech-en-0287,What is 'une souris'?,tech-en-0437,What is 'un écran'?
same_options,tech-en-0414,What is 'un e-mail' in official French?,tech-en-0454,What is 'un e-mail'?
same_options,tech-en-0384,What is 'le nuage'?,tech-en-0459,Identify 'le nuage'.
same_options,tech-en-0288,Which one is 'un robot'?,tech-en-0461,Which of these is 'un robot'?
same_options,tech-en-0366,"To use the internet, you connect to 'le ___'.",tech-en-0466,"To use the internet, connect to 'le ___'."
same_options,tech-en-0367,What is 'un navigateur web'?,tech-en-0467,What is 'un navigateur'?
same_options,tech-en-0369,What is 'un algorithme'?,tech-en-0469,What is 'un algorithme'?
same_options,tech-en-0372,What is 'une boucle' in code?,tech-en-0472,What is 'une boucle'?
same_options,tech-en-0400,What is 'le Wi-Fi'?,tech-en-0473,What is 'le Wi-Fi'?
same_options,tech-en-0375,"To go to a new page, you click 'un ___'.",tech-en-0475,Click 'un ___' for a new page.
same_options,tech-en-0377,What is 'un courriel'?,tech-en-0477,What is 'un courriel'?
same_options,tech-en-0378,"To copy a file, you '___'.",tech-en-0478,"To copy, click '___'."
same_options,tech-en-0379,What is 'une clé USB'?,tech-en-0479,What is 'une clé USB'?
same_options,tech-en-0381,What is 'un octet'?,tech-en-0481,What is 'un octet'?
same_options,tech-en-0384,What is 'le nuage'?,tech-en-0484,What is 'le nuage'?
same_options,tech-en-0386,"To see, you look at '___'.",tech-en-0486,"To see, look at '___'."
same_options,tech-en-0299,"To use a tablet, you use your '___'.",tech-en-0490,Use your '___' for a tablet.
same_options,tech-en-0392,"To find a site, you use 'le ___'.",tech-en-0492,Find sites with 'le ___'.
same_options,tech-en-0393,What is 'la cybersécurité'?,tech-en-0493,What is 'la cybersécurité'?
same_options,tech-en-0394,What is 'le codage'?,tech-en-0494,What is 'le codage'?
same_options,tech-en-0397,What is 'un e-mail'?,tech-en-0497,What is 'un e-mail'?
same_options,tech-en-0398,"To type, you use 'le ___'.",tech-en-0498,Type with 'le ___'.
same_options,tech-en-0400,What is 'le Wi-Fi'?,tech-en-0500,What is 'le Wi-Fi'?
same_options,tech-en-0406,What is 'un écran tactile'?,tech-en-0406,What is 'un écran tactile'?
same_options,tech-en-0408,"To get a file from a website, you click on '___'.",tech-en-0408,"To get a file from a website, you click on '___'."
